LWR	fract	aLWR	afract	taxopath
0.1427	3.637e-05	0.1427	3.637e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum nigrificans
0.3761	9.587e-05	0.3761	9.587e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum geothermicum
0.1696	4.324e-05	0.1696	4.324e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum peckii
0.7768	0.000198	0.7768	0.000198	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum indicum
0.1372	3.498e-05	0.1372	3.498e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum alcoholivorax
0.06886	1.755e-05	0.06886	1.755e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum sp.
0.06885	1.755e-05	0.06885	1.755e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum sapomandens
0.106	2.701e-05	0.106	2.701e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum alkaliphilum
2.986e-05	7.61e-09	2.986e-05	7.61e-09	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum halophilum
0.0291	7.417e-06	0.0291	7.417e-06	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum thermosapovorans
0.1429	3.643e-05	0.1429	3.643e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum australicum
0.1427	3.637e-05	0.1427	3.637e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum thermocisternum
0.03049	7.773e-06	0.03049	7.773e-06	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum sp. TGB60-1
0.1417	3.613e-05	0.1417	3.613e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum thermoacetoxidans
0.1423	3.627e-05	0.1423	3.627e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum thermobenzoicum
0	0	0.3038	7.745e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Thermincola
0.3038	7.745e-05	0.3038	7.745e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Thermincola;Thermincola carboxydiphila
0	0	0.06886	1.755e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Sporotomaculum
0.06886	1.755e-05	0.06886	1.755e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Sporotomaculum;Sporotomaculum hydroxybenzoicum
0	0	1.069	0.0002725	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitispora
1.069	0.0002725	1.069	0.0002725	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitispora;Desulfitispora alkaliphila
3.347	0.0008533	13.94	0.003553	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis
0	0	0.4937	0.0001259	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Sporanaerobacter
0.4937	0.0001259	0.4937	0.0001259	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Sporanaerobacter;Sporanaerobacter acetigenes
0	0	0.4737	0.0001208	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Dethiosulfatibacter
0.4737	0.0001208	0.4737	0.0001208	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Dethiosulfatibacter;Dethiosulfatibacter aminovorans
0	0	0.42	0.0001071	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Sedimentibacter
0.42	0.0001071	0.42	0.0001071	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Sedimentibacter;Sedimentibacter hydroxybenzoicus
0	0	0.3451	8.796e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Parvimonas
0.3451	8.796e-05	0.3451	8.796e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Parvimonas;Parvimonas micra
0	0	1.314	0.0003349	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Finegoldia
1.314	0.0003349	1.314	0.0003349	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Finegoldia;Finegoldia magna
0.01481	3.774e-06	0.01481	3.774e-06	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Anaerococcus
1.784	0.0004547	3.864	0.0009849	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Tissierella
0.592	0.0001509	0.592	0.0001509	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Tissierella;Tissierella creatinini
0.7534	0.000192	0.7534	0.000192	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Tissierella;Tissierella praeacuta
0.7346	0.0001872	0.7346	0.0001872	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Tissierella;Tissierella sp. LBN 295
3.043e-05	7.757e-09	3.043e-05	7.757e-09	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Tissierella;Tissierella sp.
1.536	0.0003914	2.016	0.000514	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Helcococcus
0.06497	1.656e-05	0.06497	1.656e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Helcococcus;Helcococcus sueciensis
0.2007	5.115e-05	0.2007	5.115e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Helcococcus;Helcococcus kunzii
0.2151	5.483e-05	0.2151	5.483e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Helcococcus;Helcococcus ovis
0.6691	0.0001706	1.65	0.0004207	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Peptoniphilus
0.09363	2.387e-05	0.09363	2.387e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Peptoniphilus;Peptoniphilus koenoeneniae
0.2848	7.261e-05	0.2848	7.261e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Peptoniphilus;Peptoniphilus tyrrelliae
0.2849	7.264e-05	0.2849	7.264e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Peptoniphilus;Peptoniphilus harei
0.3178	8.102e-05	0.3178	8.102e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Peptoniphilus;Peptoniphilus coxii
1.75e-05	4.462e-09	1.75e-05	4.462e-09	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Peptoniphilus;Peptoniphilus ivorii
0	0	6.227	0.001587	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIV. Incertae Sedis
3.642	0.0009284	6.227	0.001587	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIV. Incertae Sedis;Anaerobranca
0.7123	0.0001816	0.7123	0.0001816	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIV. Incertae Sedis;Anaerobranca;Anaerobranca horikoshii
0.6917	0.0001763	0.6917	0.0001763	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIV. Incertae Sedis;Anaerobranca;Anaerobranca zavarzinii
1.038	0.0002646	1.038	0.0002646	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIV. Incertae Sedis;Anaerobranca;Anaerobranca californiensis
0.1429	3.643e-05	0.1429	3.643e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIV. Incertae Sedis;Anaerobranca;Anaerobranca gottschalkii
16.86	0.004298	24.89	0.006345	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis
0	0	7.902	0.002014	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Mogibacterium
7.902	0.002014	7.902	0.002014	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Mogibacterium;Mogibacterium vescum
0	0	0.1288	3.284e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Anaerovorax
0.1288	3.284e-05	0.1288	3.284e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Anaerovorax;Anaerovorax odorimutans
1.978	0.0005041	18.51	0.004717	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae
0.5471	0.0001395	2.66	0.000678	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus
1.104	0.0002815	1.104	0.0002815	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus russellii
0.1287	3.281e-05	0.1287	3.281e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus anaerobius
0.8797	0.0002242	0.8797	0.0002242	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus stomatis
3.656	0.000932	4.611	0.001175	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Filifactor
0.7494	0.000191	0.7494	0.000191	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Filifactor;Filifactor alocis
0.2053	5.234e-05	0.2053	5.234e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Filifactor;Filifactor villosus
0	0	3.005	0.0007659	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Murdochiella
3.005	0.0007659	3.005	0.0007659	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Murdochiella;Murdochiella asaccharolytica
2.12	0.0005404	3.862	0.0009844	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Tepidibacter
1.618	0.0004124	1.618	0.0004124	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Tepidibacter;Tepidibacter thalassicus
0.1237	3.154e-05	0.1237	3.154e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Tepidibacter;Tepidibacter mesophilus
0	0	2.211	0.0005637	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Sporacetigenium
2.211	0.0005637	2.211	0.0005637	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Sporacetigenium;Sporacetigenium mesophilum
0	0	0.179	4.563e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Anaerosphaera
0.179	4.563e-05	0.179	4.563e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Anaerosphaera;Anaerosphaera aminiphila
0	0	1.028	0.0002621	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIX. Incertae Sedis
0	0	1.028	0.0002621	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIX. Incertae Sedis;Acetoanaerobium
1.028	0.0002621	1.028	0.0002621	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIX. Incertae Sedis;Acetoanaerobium;Acetoanaerobium noterae
1.249	0.0003184	3.508	0.0008943	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis
0.5638	0.0001437	1.093	0.0002787	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;Fusibacter
0.03611	9.204e-06	0.03611	9.204e-06	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;Fusibacter;Fusibacter paucivorans
0.4932	0.0001257	0.4932	0.0001257	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;Fusibacter;Fusibacter tunisiensis
0	0	0.7289	0.0001858	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;Guggenheimella
0.7289	0.0001858	0.7289	0.0001858	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;Guggenheimella;Guggenheimella bovis
0	0	0.4374	0.0001115	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;Acidaminobacter
0.4374	0.0001115	0.4374	0.0001115	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;Acidaminobacter;Acidaminobacter hydrogenoformans
0	0	3.445	0.000878	Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae
0	0	3.445	0.000878	Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenella
3.445	0.000878	3.445	0.000878	Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenella;Christensenella minuta
0	0	3.065	0.0007814	Bacteria;Firmicutes;Clostridia;Clostridiales;Catabacteriaceae
0	0	3.065	0.0007814	Bacteria;Firmicutes;Clostridia;Clostridiales;Catabacteriaceae;Catabacter
3.065	0.0007814	3.065	0.0007814	Bacteria;Firmicutes;Clostridia;Clostridiales;Catabacteriaceae;Catabacter;Catabacter hongkongensis
0.5991	0.0001527	6.477	0.001651	Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae
0	0	4.212	0.001074	Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Dethiobacter
4.212	0.001074	4.212	0.001074	Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Dethiobacter;Dethiobacter alkaliphilus
0	0	0.4476	0.0001141	Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Pelospora
0.4476	0.0001141	0.4476	0.0001141	Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Pelospora;Pelospora glutarica
0.4466	0.0001138	1.13	0.000288	Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophomonas
0.3594	9.162e-05	0.3594	9.162e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas cellicola
0.1176	2.997e-05	0.1176	2.997e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas zehnderi
0.118	3.008e-05	0.118	3.008e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas palmitatica
0.08822	2.249e-05	0.08822	2.249e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas bryantii
2.154e-05	5.491e-09	0.08823	2.249e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Thermosyntropha
0.08821	2.248e-05	0.08821	2.248e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Thermosyntropha;Thermosyntropha lipolytica
0	0	2.068	0.000527	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVIII. Incertae Sedis
1.057	0.0002694	2.068	0.000527	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVIII. Incertae Sedis;Symbiobacterium
0.3231	8.236e-05	0.3231	8.236e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVIII. Incertae Sedis;Symbiobacterium;Symbiobacterium sp. KY46
0.3628	9.248e-05	0.3628	9.248e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVIII. Incertae Sedis;Symbiobacterium;Symbiobacterium thermophilum
0.3246	8.275e-05	0.3246	8.275e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVIII. Incertae Sedis;Symbiobacterium;Symbiobacterium sp. KY38
0.6903	0.000176	0.6903	0.000176	Bacteria;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae
0	0	1.593	0.000406	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVII. Incertae Sedis
1.142	0.0002912	1.593	0.000406	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVII. Incertae Sedis;Sulfobacillus
0.1673	4.265e-05	0.1673	4.265e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVII. Incertae Sedis;Sulfobacillus;Sulfobacillus acidophilus
0.07104	1.811e-05	0.07104	1.811e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVII. Incertae Sedis;Sulfobacillus;Sulfobacillus benefaciens
0.06985	1.781e-05	0.06985	1.781e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVII. Incertae Sedis;Sulfobacillus;Sulfobacillus thermotolerans
0.07124	1.816e-05	0.07124	1.816e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVII. Incertae Sedis;Sulfobacillus;Sulfobacillus sibiricus
0.07079	1.805e-05	0.07079	1.805e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVII. Incertae Sedis;Sulfobacillus;Sulfobacillus thermosulfidooxidans
0	0	0.1263	3.22e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae
0	0	0.1263	3.22e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;Caldicoprobacter
0.1263	3.22e-05	0.1263	3.22e-05	Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;Caldicoprobacter;Caldicoprobacter oshimai
0	0	0.03779	9.632e-06	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVI. Incertae Sedis
0.03779	9.632e-06	0.03779	9.632e-06	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVI. Incertae Sedis;Carboxydocella
2.51	0.0006399	10.63	0.00271	Bacteria;Firmicutes;Clostridia;Halanaerobiales
4.006	0.001021	7.055	0.001798	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae
0	0	0.7155	0.0001824	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Acetohalobium
0.7155	0.0001824	0.7155	0.0001824	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Acetohalobium;Acetohalobium arabaticum
0	0	0.5987	0.0001526	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Fuchsiella
0.5987	0.0001526	0.5987	0.0001526	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Fuchsiella;Fuchsiella alkaliacetigena
0	0	0.1825	4.651e-05	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Sporohalobacter
0.1825	4.651e-05	0.1825	4.651e-05	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Sporohalobacter;Sporohalobacter lortetii
0.2865	7.303e-05	1.184	0.0003019	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter
0.5439	0.0001386	0.5439	0.0001386	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter;Halanaerobacter lacunarum
0.2771	7.063e-05	0.2771	7.063e-05	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter;Halanaerobacter jeridensis
0.07696	1.962e-05	0.07696	1.962e-05	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter;Halanaerobacter salinarius
0	0	0.2226	5.674e-05	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Halobacteroides
0.07697	1.962e-05	0.07697	1.962e-05	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Halobacteroides;Halobacteroides elegans
0.1456	3.712e-05	0.1456	3.712e-05	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Halobacteroides;Halobacteroides halobius
0	0	0.1456	3.712e-05	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobaculum
0.1456	3.712e-05	0.1456	3.712e-05	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobaculum;Halanaerobaculum tunisiense
0.06526	1.663e-05	1.065	0.0002715	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae
0.9996	0.0002548	1	0.0002549	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
0.0001394	3.554e-08	0.0001394	3.554e-08	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium sehlinense
0.0002788	7.106e-08	0.0002788	7.106e-08	Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium acetethylicum
7.906	0.002015	20.43	0.005208	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales
0.1516	3.865e-05	6.294	0.001604	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae
0	0	0.3028	7.719e-05	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobius
0.3028	7.719e-05	0.3028	7.719e-05	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobius;Caldanaerobius fijiensis
0	0	2.388	0.0006087	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caloribacterium
2.388	0.0006087	2.388	0.0006087	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caloribacterium;Caloribacterium cisternae
0.4367	0.0001113	0.5795	0.0001477	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Carboxydothermus
0.1428	3.64e-05	0.1428	3.64e-05	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Carboxydothermus;Carboxydothermus hydrogenoformans
0	0	0.2936	7.484e-05	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Calderihabitans
0.2936	7.484e-05	0.2936	7.484e-05	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Calderihabitans;Calderihabitans maritimus
8.598e-05	2.192e-08	0.3522	8.978e-05	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
0.3521	8.975e-05	0.3521	8.975e-05	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;Thermoanaerobacter thermocopriae
0	0	0.5128	0.0001307	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Desulfovirgula
0.5128	0.0001307	0.5128	0.0001307	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Desulfovirgula;Desulfovirgula thermocuniculi
0.01599	4.076e-06	0.01599	4.076e-06	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Ammonifex
0	0	0.3687	9.398e-05	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Tepidanaerobacter
0.3687	9.398e-05	0.3687	9.398e-05	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Tepidanaerobacter;Tepidanaerobacter syntrophicus
0.3993	0.0001018	1.189	0.000303	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Moorella
0.2852	7.269e-05	0.2852	7.269e-05	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Moorella;Moorella thermoautotrophica
0.1851	4.718e-05	0.1851	4.718e-05	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Moorella;Moorella glycerini
0.3193	8.139e-05	0.3193	8.139e-05	Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Moorella;Moorella thermoacetica
