Otu,domain,dconf,phylum,pconf,class,cconf,order,oconf,family,fconf,genus,gconf
Otu806,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Blautia,0.61
Otu810,Bacteria,1,Firmicutes,0.99,Clostridia,0.98,Clostridiales,0.98,Ruminococcaceae,0.94,Ethanoligenens,0.24
Otu813,Bacteria,0.91,Proteobacteria,0.54,Alphaproteobacteria,0.36,Rhodobacterales,0.22,Rhodobacteraceae,0.22,Roseovarius,0.13
Otu812,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,0.59,Oscillibacter,0.42
Otu807,Bacteria,1,Firmicutes,0.84,Erysipelotrichia,0.82,Erysipelotrichales,0.82,Erysipelotrichaceae,0.82,Clostridium_XVIII,0.74
Otu815,Bacteria,0.95,Proteobacteria,0.36,Chlorobia,0.29,Chlorobiales,0.29,Chlorobiaceae,0.29,Chloroherpeton,0.29
Otu816,Bacteria,0.86,Proteobacteria,0.45,Alphaproteobacteria,0.4,Rhodobacterales,0.37,Rhodobacteraceae,0.37,Cognatiyoonia,0.35
Otu811,Bacteria,1,Firmicutes,0.97,Bacilli,0.92,Lactobacillales,0.48,Lactobacillaceae,0.48,Amylolactobacillus,0.3
Otu814,Bacteria,1,Bacteroidetes,0.81,Saprospiria,0.4,Saprospirales,0.4,Saprospiraceae,0.34,Rubidimonas,0.32
Otu818,Bacteria,0.86,Proteobacteria,0.2,Mollicutes,0.11,Mycoplasmoidales,0.11,Metamycoplasmataceae,0.11,Mycoplasmopsis,0.11
Otu817,Bacteria,1,Firmicutes,0.76,Bacilli,0.48,Lactobacillales,0.31,Lactobacillaceae,0.27,Streptomyces,0.17
Otu822,Bacteria,0.96,Actinobacteria,0.36,Actinobacteria,0.36,Bifidobacteriales,0.22,Bifidobacteriaceae,0.22,Aeriscardovia,0.13
Otu823,Bacteria,0.89,Firmicutes,0.3,Bacilli,0.15,Flavobacteriales,0.15,Flavobacteriaceae,0.13,Gemella,0.06
Otu819,Bacteria,1,Firmicutes,0.93,Bacilli,0.93,Lactobacillales,0.93,Streptococcaceae,0.49,Lactococcus,0.47
Otu821,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.43,Natranaerovirga,0.49
Otu820,Bacteria,1,Firmicutes,1,Bacilli,0.96,Lactobacillales,0.87,Lactobacillaceae,0.87,Amylolactobacillus,0.81
Otu826,Bacteria,0.96,Proteobacteria,0.49,Gammaproteobacteria,0.2,Burkholderiales,0.15,Chitinophagaceae,0.12,Streptomyces,0.07
Otu827,Bacteria,0.98,Bacteroidetes,0.39,Sphingobacteriia,0.2,Sphingobacteriales,0.2,Sphingobacteriaceae,0.2,Subdivision5_genera_incertae_sedis,0.17
Otu824,Bacteria,1,Firmicutes,0.66,Bacilli,0.66,Lactobacillales,0.66,Lactobacillaceae,0.66,Lactobacillus,0.59
Otu829,Bacteria,0.99,Firmicutes,0.6,Clostridia,0.51,Clostridiales,0.51,Lachnospiraceae,0.38,Lachnoanaerobaculum,0.25
Otu831,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Ruminococcaceae,0.7,Acetivibrio,0.67
Otu825,Bacteria,1,Firmicutes,0.99,Bacilli,0.99,Lactobacillales,0.96,Lactobacillaceae,0.96,Amylolactobacillus,0.66
Otu828,Bacteria,1,Bacteroidetes,0.99,Bacteroidia,0.97,Bacteroidales,0.97,Odoribacteraceae,0.73,Butyricimonas,0.73
Otu832,Bacteria,0.96,Firmicutes,0.4,Bacilli,0.37,Lactobacillales,0.29,Lactobacillaceae,0.26,Leuconostoc,0.14
Otu830,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,0.74,Anaerotruncus,0.33
Otu836,Bacteria,0.97,Firmicutes,0.5,Clostridia,0.43,Clostridiales,0.41,Puniceicoccaceae,0.17,Ruficoccus,0.17
Otu833,Bacteria,1,Bacteroidetes,0.5,Clostridia,0.49,Clostridiales,0.49,Lachnospiraceae,0.48,Phocaeicola,0.37
Otu835,Bacteria,0.98,Bacteroidetes,0.64,Cytophagia,0.22,Cytophagales,0.22,Sphingobacteriaceae,0.15,Pedobacter,0.11
Otu834,Bacteria,1,Firmicutes,0.87,Bacilli,0.85,Lactobacillales,0.82,Streptococcaceae,0.8,Streptococcus,0.49
Otu841,Bacteria,0.89,Proteobacteria,0.27,Gammaproteobacteria,0.22,Sulfolobales,0.08,Sulfolobaceae,0.08,Gp5,0.14
Otu838,Bacteria,0.88,Bacteroidetes,0.33,Cytophagia,0.2,Cytophagales,0.2,Flavobacteriaceae,0.08,Marivirga,0.08
Otu845,Bacteria,0.99,Firmicutes,0.82,Bacilli,0.57,Bacillales,0.34,Bacillaceae_1,0.2,Metabacillus,0.1
Otu840,Bacteria,1,Firmicutes,0.97,Clostridia,0.87,Clostridiales,0.87,Lachnospiraceae,0.7,Clostridium_XlVa,0.41
Otu844,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Clostridium_XlVa,0.41
Otu843,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Bacteroidaceae,0.7,Phocaeicola,0.69
Otu839,Bacteria,1,Firmicutes,1,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.92,Lachnospiracea_incertae_sedis,0.58
Otu842,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Amylolactobacillus,0.67
Otu846,Bacteria,1,Proteobacteria,1,Betaproteobacteria,0.98,Burkholderiales,0.92,Sutterellaceae,0.9,Turicimonas,0.78
Otu837,Bacteria,1,Firmicutes,1,Bacilli,0.98,Lactobacillales,0.69,Lactobacillaceae,0.69,Amylolactobacillus,0.47
Otu847,Bacteria,0.95,Proteobacteria,0.4,Betaproteobacteria,0.19,Burkholderiales,0.15,Chitinophagaceae,0.11,Chloroherpeton,0.06
Otu851,Bacteria,0.83,Bacteroidetes,0.35,Actinobacteria,0.27,Mycobacteriales,0.22,Corynebacteriaceae,0.21,Corynebacterium,0.21
Otu849,Bacteria,1,Proteobacteria,0.41,Betaproteobacteria,0.15,Burkholderiales,0.12,Chlorobiaceae,0.11,Parcubacteria_genera_incertae_sedis,0.16
Otu852,Bacteria,0.83,Firmicutes,0.45,Bacilli,0.39,Bacillales,0.39,Bacillaceae_2,0.23,Natribacillus,0.17
Otu848,Bacteria,1,Firmicutes,0.69,Clostridia,0.36,Clostridiales,0.35,Erysipelotrichaceae,0.28,Erysipelothrix,0.28
Otu850,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.98,Ruminococcaceae,0.9,Ruminococcus,0.89
Otu853,Bacteria,1,Firmicutes,0.78,Clostridia,0.78,Clostridiales,0.78,Lachnospiraceae,0.52,Clostridium_XlVa,0.33
Otu855,Bacteria,0.97,Proteobacteria,0.52,Deltaproteobacteria,0.31,Syntrophobacterales,0.27,Syntrophobacteraceae,0.2,Desulfacinum,0.2
Otu857,Bacteria,0.79,Proteobacteria,0.25,Deinococci,0.24,Deinococcales,0.24,Deinococcaceae,0.24,Deinococcus,0.24
Otu856,Bacteria,1,Firmicutes,0.99,Clostridia,0.67,Clostridiales,0.67,Lachnospiraceae,0.59,Acetatifactor,0.41
Otu859,Bacteria,0.54,Euryarchaeota,0.45,Thermococci,0.2,Thermococcales,0.2,Thermococcaceae,0.2,Palaeococcus,0.2
Otu854,Bacteria,1,Firmicutes,0.7,Bacilli,0.39,Bacillales,0.26,Clostridiales_Incertae_Sedis_XIII,0.16,Mogibacterium,0.16
Otu860,Bacteria,0.9,Firmicutes,0.3,Bacilli,0.2,Bacillales,0.2,Thermoactinomycetaceae_1,0.19,Melghirimyces,0.17
Otu862,Bacteria,1,Firmicutes,0.82,Clostridia,0.82,Clostridiales,0.82,Lachnospiraceae,0.82,Acetatifactor,0.56
Otu864,Bacteria,0.96,Aquificae,0.39,Aquificae,0.39,Desulfurobacteriales,0.21,Desulfurobacteriaceae,0.21,Fervidobacterium,0.17
Otu861,Bacteria,1,Firmicutes,0.5,Clostridia,0.43,Clostridiales,0.43,Cytophagaceae,0.4,Emticicia,0.39
Otu863,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.98,Hespellia,0.61
Otu858,Bacteria,1,Firmicutes,0.95,Bacilli,0.83,Bacillales,0.66,Bacillaceae_1,0.26,Bacillus,0.18
Otu867,Bacteria,0.92,Actinobacteria,0.25,Actinobacteria,0.23,Micromonosporales,0.12,Micromonosporaceae,0.12,BRC1_genera_incertae_sedis,0.16
Otu865,Bacteria,1,Firmicutes,0.75,Clostridia,0.71,Clostridiales,0.71,Lachnospiraceae,0.67,Clostridium_XlVa,0.32
Otu868,Bacteria,0.98,Firmicutes,0.38,Bacilli,0.28,Lactobacillales,0.25,Streptococcaceae,0.24,Streptococcus,0.24
Otu869,Bacteria,0.99,Proteobacteria,0.4,Betaproteobacteria,0.25,Burkholderiales,0.18,Burkholderiaceae,0.18,Cupriavidus,0.17
Otu870,Bacteria,0.82,Firmicutes,0.24,Clostridia,0.16,Armatimonadales,0.16,Armatimonadaceae,0.16,Armatimonas/Armatimonadetes_gp1,0.16
Otu872,Bacteria,0.79,Actinobacteria,0.35,Actinobacteria,0.3,Halobacteriales,0.12,Halobacteriaceae,0.12,Halobacterium,0.11
Otu866,Bacteria,1,Firmicutes,1,Bacilli,0.96,Bacillales,0.61,Bacillaceae_1,0.38,Amylolactobacillus,0.21
Otu873,Bacteria,0.95,Proteobacteria,0.57,Gammaproteobacteria,0.24,Burkholderiales,0.15,Chlorobiaceae,0.12,Chloroherpeton,0.12
Otu875,Bacteria,0.71,Proteobacteria,0.42,Gammaproteobacteria,0.21,Clostridiales,0.16,Natrialbaceae,0.13,Mediterraneibacter,0.13
Otu877,Bacteria,0.74,Chlorobi,0.31,Chlorobia,0.31,Chlorobiales,0.31,Chlorobiaceae,0.31,Chloroherpeton,0.31
Otu871,,,,,Bacteria,1,Acidobacteria,1,Acidobacteria_Gp16,1,Gp16,1
Otu876,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Butyrivibrio,0.37
Otu878,Bacteria,0.99,Proteobacteria,0.67,Gammaproteobacteria,0.38,Burkholderiales,0.14,Alcaligenaceae,0.11,Psychrobacter,0.09
Otu879,Bacteria,0.81,Proteobacteria,0.36,Alphaproteobacteria,0.25,Rhodospirillales,0.15,Geminicoccaceae,0.09,Tistrella,0.09
Otu881,Bacteria,0.99,Firmicutes,0.37,Actinobacteria,0.34,Clostridiales,0.21,Microbacteriaceae,0.09,Paenibacillus,0.07
Otu880,Bacteria,1,Planctomycetes,1,Planctomycetacia,1,Planctomycetales,0.99,Planctomycetaceae,0.99,Schlesneria,0.5
Otu885,Bacteria,0.82,Actinobacteria,0.25,Clostridia,0.22,Halanaerobiales,0.15,Halobacteroidaceae,0.15,Halonatronum,0.15
Otu886,Bacteria,0.72,Proteobacteria,0.31,Methanobacteria,0.15,Methanobacteriales,0.15,Methanobacteriaceae,0.15,Methanobacterium,0.15
Otu883,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.97,Bacteroidales,0.97,Rikenellaceae,0.78,Millionella,0.76
Otu882,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Leuconostoc,1
Otu874,Bacteria,0.9,Firmicutes,0.54,Clostridia,0.26,Clostridiales,0.23,Clostridiaceae_1,0.1,Clostridium_sensu_stricto,0.1
Otu887,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Blautia,0.55
Otu884,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Amylolactobacillus,0.67
Otu888,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Xanthomonadales,1,Xanthomonadaceae,1,Stenotrophomonas,0.99
Otu891,Bacteria,1,Firmicutes,0.84,Bacilli,0.56,Lactobacillales,0.35,Carnobacteriaceae,0.26,Carnobacterium,0.26
Otu889,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Faecalibacterium,1
Otu894,Bacteria,1,Bacteroidetes,0.29,Flavobacteriia,0.23,Flavobacteriales,0.23,Flavobacteriaceae,0.18,Parcubacteria_genera_incertae_sedis,0.22
Otu892,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Lachnobacterium,0.54
Otu890,Bacteria,1,Firmicutes,0.98,Bacilli,0.98,Lactobacillales,0.98,Lactobacillaceae,0.96,Secundilactobacillus,0.42
Otu893,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Ruminococcus,0.74
Otu896,Bacteria,1,Firmicutes,0.43,Bacteroidia,0.39,Bacteroidales,0.39,Erysipelotrichaceae,0.36,Faecalibaculum,0.36
Otu898,Bacteria,1,Firmicutes,0.92,Clostridia,0.74,Clostridiales,0.74,Clostridiaceae_1,0.49,Sarcina,0.27
Otu897,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.98,Lactobacillaceae,0.98,Amylolactobacillus,0.68
Otu900,Bacteria,1,Firmicutes,0.91,Clostridia,0.91,Clostridiales,0.91,Lachnospiraceae,0.89,Blautia,0.71
Otu902,Bacteria,1,Firmicutes,1,Erysipelotrichia,0.96,Erysipelotrichales,0.96,Erysipelotrichaceae,0.96,Turicibacter,0.96
Otu904,Bacteria,0.95,Actinobacteria,0.36,Actinobacteria,0.32,Mycobacteriales,0.19,Sphingobacteriaceae,0.16,Pedobacter,0.16
Otu903,Bacteria,1,Firmicutes,0.69,Clostridia,0.65,Clostridiales,0.6,Ruminococcaceae,0.54,Ruminococcus,0.51
Otu895,Bacteria,0.97,Firmicutes,0.47,Bacilli,0.41,Lactobacillales,0.26,Bacillaceae_1,0.11,Lacticigenium,0.08
Otu901,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Amylolactobacillus,0.67
Otu899,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Pseudonocardiales,1,Pseudonocardiaceae,1,Pseudonocardia,0.69
Otu905,Bacteria,1,Firmicutes,0.98,Bacilli,0.59,Lactobacillales,0.53,Streptococcaceae,0.52,Streptococcus,0.51
Otu908,Bacteria,0.79,Proteobacteria,0.31,Actinobacteria,0.2,Rhodospirillales,0.11,Pseudonocardiaceae,0.08,Phaeospirillum,0.08
Otu906,Bacteria,1,Firmicutes,0.54,Bacilli,0.54,Lactobacillales,0.49,Lactobacillaceae,0.49,Lactobacillus,0.39
Otu909,Bacteria,1,Firmicutes,0.45,Bacilli,0.34,Lactobacillales,0.34,Lactobacillaceae,0.34,Lacticaseibacillus,0.33
Otu910,Bacteria,0.95,Proteobacteria,0.24,Deinococci,0.18,Deinococcales,0.18,Deinococcaceae,0.18,Deinococcus,0.18
Otu907,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.76,Marvinbryantia,0.71
Otu911,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Ruminococcaceae,0.78,Ruminococcus,0.78
Otu913,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.98,Lachnospiraceae,0.92,Shuttleworthia,0.31
Otu917,Bacteria,0.97,Proteobacteria,0.61,Alphaproteobacteria,0.37,Rhodobacterales,0.31,Rhodobacteraceae,0.31,Sulfitobacter,0.22
Otu914,Bacteria,1,Firmicutes,0.95,Clostridia,0.95,Clostridiales,0.95,Ruminococcaceae,0.94,Neglecta,0.42
Otu916,Bacteria,0.87,Proteobacteria,0.5,Betaproteobacteria,0.24,Burkholderiales,0.17,Alcaligenaceae,0.15,Alcaligenes,0.1
Otu918,Bacteria,0.98,Firmicutes,0.63,Bacilli,0.46,Bacillales,0.42,Staphylococcaceae,0.22,Salinicoccus,0.22
Otu920,Bacteria,1,Firmicutes,0.58,Bacilli,0.54,Lactobacillales,0.48,Streptococcaceae,0.45,Lactococcus,0.39
Otu915,Bacteria,1,Firmicutes,0.98,Bacilli,0.92,Lactobacillales,0.78,Lactobacillaceae,0.45,Schleiferilactobacillus,0.36
Otu919,Bacteria,1,Firmicutes,0.83,Bacilli,0.82,Bacillales,0.76,Thermoactinomycetaceae_1,0.3,Shimazuella,0.3
Otu922,Bacteria,0.94,Proteobacteria,0.43,Gammaproteobacteria,0.34,Bacillales,0.11,Alicyclobacillaceae,0.09,Alicyclobacillus,0.09
Otu923,Bacteria,0.95,Firmicutes,0.35,Clostridia,0.23,Cytophagales,0.2,Peptostreptococcaceae,0.16,Peptostreptococcaceae_incertae_sedis,0.13
Otu921,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.99,Blautia,0.78
Otu926,Bacteria,0.97,Proteobacteria,0.49,Betaproteobacteria,0.17,Burkholderiales,0.14,Chlorobiaceae,0.13,Chloroherpeton,0.13
Otu924,Bacteria,1,Bacteroidetes,0.64,Cytophagia,0.6,Cytophagales,0.6,Cytophagaceae,0.6,Emticicia,0.6
Otu925,Bacteria,1,Firmicutes,0.99,Bacilli,0.99,Lactobacillales,0.96,Lactobacillaceae,0.96,Amylolactobacillus,0.66
Otu928,Bacteria,0.87,Aquificae,0.53,Aquificae,0.53,Aquificales,0.52,Aquificaceae,0.52,Aquifex,0.48
Otu930,Bacteria,0.89,Bacteroidetes,0.53,Cytophagia,0.22,Cytophagales,0.22,Cyclobacteriaceae,0.22,Algoriphagus,0.2
Otu912,Bacteria,1,Actinobacteria,0.98,Coriobacteriia,0.98,Eggerthellales,0.97,Eggerthellaceae,0.97,Adlercreutzia,0.96
Otu927,Bacteria,1,Firmicutes,1,Bacilli,0.99,Lactobacillales,0.95,Lactobacillaceae,0.95,Amylolactobacillus,0.66
Otu932,Bacteria,0.68,Proteobacteria,0.22,Thermococci,0.16,Thermococcales,0.16,Thermococcaceae,0.16,Thermococcus,0.15
Otu929,Bacteria,1,Firmicutes,0.76,Clostridia,0.75,Clostridiales,0.75,Lachnospiraceae,0.7,Cellulosilyticum,0.62
Otu934,Bacteria,0.57,Actinobacteria,0.24,Actinobacteria,0.2,Propionibacteriales,0.12,Propionibacteriaceae,0.12,Diapherotrites_Incertae_Sedis_AR10,0.17
Otu933,Bacteria,0.99,Firmicutes,0.38,Bacilli,0.3,Bacillales,0.3,Bacillaceae_2,0.26,Gracilibacillus,0.26
Otu931,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Amylolactobacillus,0.69
Otu937,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
Otu939,Bacteria,1,Bacteroidetes,0.91,Bacteroidia,0.89,Bacteroidales,0.89,Bacteroidaceae,0.84,Phocaeicola,0.68
Otu941,Bacteria,1,Proteobacteria,0.31,Cytophagia,0.23,Cytophagales,0.23,Mooreiaceae,0.16,Mooreia,0.16
Otu940,Bacteria,1,Firmicutes,0.91,Clostridia,0.84,Clostridiales,0.84,Ruminococcaceae,0.47,Butyrivibrio,0.17
Otu944,Bacteria,0.99,Firmicutes,0.45,Bacilli,0.42,Lactobacillales,0.39,Streptococcaceae,0.39,Lactococcus,0.33
Otu935,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.51,Lactobacillaceae,0.51,Amylolactobacillus,0.47
Otu936,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Pseudonocardiales,0.7,Pseudonocardiaceae,0.7,Amycolatopsis,0.69
Otu942,Bacteria,1,Firmicutes,1,Bacilli,0.99,Lactobacillales,0.96,Lactobacillaceae,0.96,Amylolactobacillus,0.55
Otu943,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.96,Lactobacillaceae,0.96,Amylolactobacillus,0.66
Otu945,Bacteria,1,Firmicutes,0.92,Clostridia,0.92,Clostridiales,0.92,Lachnospiraceae,0.87,Clostridium_XlVa,0.62
Otu947,Bacteria,1,Firmicutes,1,Clostridia,0.91,Clostridiales,0.91,Ruminococcaceae,0.91,Faecalibacterium,0.91
Otu938,Bacteria,1,Actinobacteria,0.49,Coriobacteriia,0.49,Eggerthellales,0.49,Eggerthellaceae,0.49,Adlercreutzia,0.45
Otu950,Bacteria,1,Firmicutes,0.91,Clostridia,0.9,Clostridiales,0.9,Ruminococcaceae,0.49,Clostridium_XlVa,0.33
Otu946,Bacteria,1,Firmicutes,1,Bacilli,0.98,Lactobacillales,0.89,Lactobacillaceae,0.89,Amylolactobacillus,0.86
Otu948,Bacteria,1,Firmicutes,1,Bacilli,0.97,Lactobacillales,0.92,Lactobacillaceae,0.92,Amylolactobacillus,0.88
Otu953,Bacteria,0.84,Firmicutes,0.35,Bacilli,0.23,Bacillales,0.23,Thermoactinomycetaceae_2,0.11,Planifilum,0.09
Otu951,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.99,Bacteroidales,0.99,Dysgonomonadaceae,0.98,Dysgonomonas,0.96
Otu949,Bacteria,1,Actinobacteria,0.61,Coriobacteriia,0.59,Eggerthellales,0.33,Eggerthellaceae,0.33,Fannyhessea,0.26
Otu952,Bacteria,0.95,Actinobacteria,0.64,Actinobacteria,0.64,Actinomycetales,0.23,Actinomycetaceae,0.23,Actinomyces,0.17
Otu954,Bacteria,0.95,Proteobacteria,0.43,Betaproteobacteria,0.13,Burkholderiales,0.11,Hydrogenophilaceae,0.1,Tepidiphilus,0.1
Otu955,Bacteria,0.93,Proteobacteria,0.45,Alphaproteobacteria,0.17,Rhodobacterales,0.12,Rhodobacteraceae,0.12,Chitinimonas,0.1
Otu958,Bacteria,0.54,Euryarchaeota,0.45,Halobacteria,0.45,Halobacteriales,0.44,Haloarculaceae,0.37,Haloglomus,0.36
Otu959,Bacteria,0.97,Proteobacteria,0.32,Clostridia,0.24,Clostridiales,0.24,Deinococcaceae,0.13,Deinococcus,0.13
Otu961,Bacteria,0.98,Firmicutes,0.36,Bacilli,0.25,Bacillales,0.16,Paenibacillaceae_1,0.14,Paenibacillus,0.14
Otu960,Bacteria,1,Bacteroidetes,0.5,Bacteroidia,0.5,Bacteroidales,0.5,Bacteroidaceae,0.39,Phocaeicola,0.38
Otu963,Bacteria,1,Firmicutes,0.32,Bacilli,0.26,Micrococcales,0.16,Micrococcaceae,0.16,Armatimonadetes_gp4,0.13
Otu957,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.98,Ruminococcaceae,0.98,Ruminococcus,0.95
Otu956,Bacteria,0.88,Bacteroidetes,0.27,Cytophagia,0.26,Cytophagales,0.26,Cytophagaceae,0.14,Marivirga,0.07
Otu962,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Ruminococcaceae,0.52,Clostridium_sensu_stricto,0.29
Otu964,Bacteria,1,Firmicutes,0.83,Clostridia,0.8,Clostridiales,0.8,Lachnospiraceae,0.58,Clostridium_XlVa,0.54
Otu965,Bacteria,0.82,Deinococcus-Thermus,0.55,Deinococci,0.55,Deinococcales,0.5,Deinococcaceae,0.5,Deinococcus,0.5
Otu967,Bacteria,1,Actinobacteria,0.42,Actinobacteria,0.42,Propionibacteriales,0.37,Nocardioidaceae,0.37,Aeromicrobium,0.37
Otu968,Bacteria,1,Planctomycetes,0.7,Planctomycetacia,0.7,Pirellulales,0.69,Thermoguttaceae,0.35,Thermostilla,0.35
Otu973,Bacteria,0.99,Bacteroidetes,0.41,Bacteroidia,0.24,Bacteroidales,0.24,Bacteroidaceae,0.24,Bacteroides,0.24
Otu966,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.96,Lactobacillaceae,0.96,Amylolactobacillus,0.6
Otu974,Bacteria,0.74,Actinobacteria,0.31,Actinobacteria,0.29,Thermococcales,0.12,Thermococcaceae,0.12,Diapherotrites_Incertae_Sedis_AR10,0.14
Otu971,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Limosilactobacillus,1
Otu969,Bacteria,1,Firmicutes,0.9,Clostridia,0.89,Clostridiales,0.89,Lachnospiraceae,0.47,Acetivibrio,0.42
Otu975,Bacteria,1,Aquificae,0.4,Aquificae,0.4,Desulfurobacteriales,0.33,Desulfurobacteriaceae,0.33,Phorcysia,0.25
Otu970,Bacteria,1,Firmicutes,1,Bacilli,0.96,Lactobacillales,0.88,Lactobacillaceae,0.88,Amylolactobacillus,0.84
Otu976,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.98,Lachnospiraceae,0.41,Clostridium_sensu_stricto,0.25
Otu979,Bacteria,1,Bacteroidetes,0.2,Actinobacteria,0.19,Flavobacteriales,0.18,Mycoplasmataceae,0.15,Microgenomates_genera_incertae_sedis,0.18
Otu977,Bacteria,1,Actinobacteria,0.56,Coriobacteriia,0.56,Eggerthellales,0.55,Eggerthellaceae,0.55,Adlercreutzia,0.55
Otu978,Bacteria,1,Firmicutes,0.95,Clostridia,0.95,Clostridiales,0.95,Lachnospiraceae,0.92,Syntrophococcus,0.35
Otu982,Bacteria,0.99,Proteobacteria,0.54,Alphaproteobacteria,0.54,Rhizobiales,0.44,Devosiaceae,0.32,Devosia,0.32
Otu972,Bacteria,1,Actinobacteria,0.52,Coriobacteriia,0.52,Lactobacillales,0.37,Streptococcaceae,0.37,Lactococcus,0.37
Otu981,Bacteria,1,Firmicutes,0.99,Clostridia,0.96,Clostridiales,0.95,Ruminococcaceae,0.69,Acetanaerobacterium,0.52
Otu980,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhizobiales,0.8,Methylobacteriaceae,0.76,Microvirga,0.73
Otu984,Bacteria,1,Firmicutes,0.61,Bacilli,0.61,Lactobacillales,0.61,Lactobacillaceae,0.61,Lactobacillus,0.43
Otu983,Bacteria,1,Firmicutes,0.77,Erysipelotrichia,0.45,Erysipelotrichales,0.45,Erysipelotrichaceae,0.45,Clostridium_XVIII,0.33
Otu985,Bacteria,0.97,Firmicutes,0.43,Bacilli,0.33,Lactobacillales,0.22,Streptococcaceae,0.16,Streptococcus,0.16
Otu987,Bacteria,0.55,Euryarchaeota,0.4,Thermoplasmata,0.14,Methanomicrobiales,0.11,Methanomicrobiaceae,0.1,Acidiplasma,0.07
Otu988,Bacteria,0.95,Proteobacteria,0.6,Betaproteobacteria,0.21,Burkholderiales,0.18,Sneathiellaceae,0.1,Sneathiella,0.09
Otu989,Bacteria,1,Actinobacteria,0.78,Coriobacteriia,0.77,Coriobacteriales,0.47,Coriobacteriaceae,0.47,Collinsella,0.37
Otu986,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Micromonosporales,1,Micromonosporaceae,1,Couchioplanes,1
Otu994,Bacteria,0.86,Proteobacteria,0.37,Alphaproteobacteria,0.28,Desulfurobacteriales,0.22,Desulfurobacteriaceae,0.22,Thermovibrio,0.21
Otu995,Bacteria,0.99,Firmicutes,0.28,Bacilli,0.17,Bacillales,0.17,Sphingobacteriaceae,0.08,Paenibacillus,0.07
Otu993,Bacteria,0.99,Firmicutes,0.63,Bacilli,0.6,Lactobacillales,0.43,Streptococcaceae,0.4,Lactococcus,0.35
Otu990,Bacteria,1,Firmicutes,0.77,Clostridia,0.77,Clostridiales,0.77,Lachnospiraceae,0.77,Clostridium_XlVa,0.72
Otu991,Bacteria,1,Firmicutes,0.98,Bacilli,0.92,Lactobacillales,0.76,Lactobacillaceae,0.76,Amylolactobacillus,0.57
